1,2016-01-01,LE,ZC
1,2016-02-01,ZW,HO
1,2016-03-01,LE,CO
1,2016-04-01,NG,GD
1,2016-05-01,ZW,ZS
1,2016-06-01,LE,CP
1,2016-07-01,SU,NG
1,2016-08-01,ZW,NG
1,2016-09-01,LE,ZC
1,2016-10-01,CP,GD
1,2016-11-01,LE,HO
1,2016-12-01,SU,CT
1,2017-01-01,HE,LE
1,2017-02-01,HO,CP
1,2017-03-01,HE,NG
1,2017-04-01,LE,CF
1,2017-05-01,HE,SU
1,2017-06-01,CC,HO
1,2017-07-01,HE,GD
1,2017-08-01,CC,ZW
1,2017-09-01,HE,ZW
1,2017-10-01,CC,CP
1,2017-11-01,NG,ZS
1,2017-12-01,CF,ZC
1,2018-01-01,HE,CT
1,2018-02-01,CF,HO
1,2018-03-01,CC,ZC
1,2018-04-01,LE,ZC
1,2018-05-01,LE,HO
1,2018-06-01,CF,HO
1,2018-07-01,NG,SV
1,2018-08-01,SU,CO
1,2018-09-01,CC,CF
1,2018-10-01,CT,ZW
1,2018-11-01,CC,HO
1,2018-12-01,CT,ZC
1,2019-01-01,CO,CF
1,2019-02-01,ZS,ZC
1,2019-03-01,CC,SU
1,2019-04-01,ZS,SV
1,2019-05-01,HO,SU
1,2019-06-01,CO,SV
1,2019-07-01,CO,CF
1,2019-08-01,ZS,GD
1,2019-09-01,CP,CT
1,2019-10-01,CC,GD
1,2019-11-01,HE,HE
1,2019-12-01,CC,CC
1,2020-01-01,LE,ZW
1,2020-02-01,ZC,GD
1,2020-03-01,NG,ZS
1,2020-04-01,CO,HO
1,2020-05-01,HO,NG
1,2020-06-01,NG,ZC
1,2020-07-01,NG,LE
1,2020-08-01,CO,GD
1,2020-09-01,CO,SU
1,2020-10-01,HO,CO
1,2020-11-01,LE,HO
1,2020-12-01,LE,CP
1,2021-01-01,CT,ZC
1,2021-02-01,SU,SU
1,2021-03-01,CO,HO
1,2021-04-01,HO,CO
1,2021-05-01,CT,HE
1,2021-06-01,ZC,ZC
1,2021-07-01,SU,CT
1,2021-08-01,NG,GD
1,2021-09-01,CF,SV
1,2021-10-01,HO,NG
1,2021-11-01,ZS,CT
1,2021-12-01,CF,ZW
1,2022-01-01,GD,CT
1,2022-02-01,SV,GD
1,2022-03-01,CF,NG
1,2022-04-01,NG,ZW
1,2022-05-01,ZC,LE
1,2022-06-01,CF,GD
1,2022-07-01,ZC,ZW
1,2022-08-01,NG,CT
1,2022-09-01,NG,CF
1,2022-10-01,HE,ZW
1,2022-11-01,ZS,LE
1,2022-12-01,NG,CT
1,2023-01-01,CT,NG
1,2023-02-01,ZW,HE
1,2023-03-01,HE,ZC
1,2023-04-01,NG,CT
1,2023-05-01,ZW,ZC
1,2023-06-01,SV,CF
1,2023-07-01,NG,CT
1,2023-08-01,CT,GD
1,2023-09-01,CF,LE
1,2023-10-01,NG,ZC
1,2023-11-01,HO,CT
1,2023-12-01,CF,HO
1,2024-01-01,GD,SU
1,2024-02-01,HE,HE
1,2024-03-01,CF,SU
1,2024-04-01,SU,CC
1,2024-05-01,CO,CO
1,2024-06-01,HO,HO
1,2024-07-01,LE,LE
1,2024-08-01,LE,LE
1,2024-09-01,SU,SU
1,2024-10-01,SU,SU
1,2024-11-01,SV,SU
1,2024-12-01,SV,CO
